Drug,Enzymes,Action,Species,Database,DrugID,Gene,Reference,Strength
Vitamin A,1A1,"inhibitor, inducer",Not Specified,DrugBank,DB00162
Quinine,1A1,"inhibitor, inducer",Not Specified,DrugBank,DB00468
Ketoconazole,1A1,"inhibitor, inducer",Not Specified,DrugBank,DB01026
Dexamethasone,1A1,"inhibitor, inducer",Not Specified,DrugBank,DB01234
Ellagic Acid,1A1,"inhibitor, inducer",Not Specified,DrugBank,DB08846
Pyridoxine,1A1,inhibitor,Not Specified,DrugBank,DB00165
Cholecalciferol,1A1,inhibitor,Not Specified,DrugBank,DB00169
Fluvoxamine,1A1,inhibitor,Not Specified,DrugBank,DB00176
Bortezomib,1A1,inhibitor,Not Specified,DrugBank,DB00188
Caffeine,1A1,inhibitor,Not Specified,DrugBank,DB00201
Sildenafil,1A1,inhibitor,Not Specified,DrugBank,DB00203
Ticlopidine,1A1,inhibitor,Not Specified,DrugBank,DB00208
Nitroprusside,1A1,inhibitor,Not Specified,DrugBank,DB00325
Amlodipine,1A1,inhibitor,Not Specified,DrugBank,DB00381
Methoxsalen,1A1,inhibitor,Not Specified,DrugBank,DB00553
Propranolol,1A1,inhibitor,Not Specified,DrugBank,DB00571
Sulindac,1A1,inhibitor,Not Specified,DrugBank,DB00605
Dexmedetomidine,1A1,inhibitor,Not Specified,DrugBank,DB00633
Propofol,1A1,inhibitor,Not Specified,DrugBank,DB00818
Ethanol,1A1,inhibitor,Not Specified,DrugBank,DB00898
Quinidine,1A1,inhibitor,Not Specified,DrugBank,DB00908
Clobetasol propionate,1A1,inhibitor,Not Specified,DrugBank,DB01013
Norfloxacin,1A1,inhibitor,Not Specified,DrugBank,DB01059
Isoprenaline,1A1,inhibitor,Not Specified,DrugBank,DB01064
Ouabain,1A1,inhibitor,Not Specified,DrugBank,DB01092
Nifedipine,1A1,inhibitor,Not Specified,DrugBank,DB01115
Arsenic trioxide,1A1,inhibitor,Not Specified,DrugBank,DB01169
Mibefradil,1A1,inhibitor,Not Specified,DrugBank,DB01388
Omeprazole,1A1,inducer,Not Specified,DrugBank,DB00338
Clozapine,1A1,inducer,Not Specified,DrugBank,DB00363
Streptozocin,1A1,inducer,Not Specified,DrugBank,DB00428
Lansoprazole,1A1,inducer,Not Specified,DrugBank,DB00448
Picrotoxin,1A1,inducer,Not Specified,DrugBank,DB00466
Albendazole,1A1,inducer,Not Specified,DrugBank,DB00518
Clofibrate,1A1,inducer,Not Specified,DrugBank,DB00636
Mebendazole,1A1,inducer,Not Specified,DrugBank,DB00643
Fluorescein,1A1,inducer,Not Specified,DrugBank,DB00693
Thiabendazole,1A1,inducer,Not Specified,DrugBank,DB00730
Dicyclomine,1A1,inducer,Not Specified,DrugBank,DB00804
Clomifene,1A1,inducer,Not Specified,DrugBank,DB00882
Primaquine,1A1,inducer,Not Specified,DrugBank,DB01087
Rabeprazole,1A1,inducer,Not Specified,DrugBank,DB01129
Itraconazole,1A1,inducer,Not Specified,DrugBank,DB01167
Phenobarbital,1A1,inducer,Not Specified,DrugBank,DB01174
Bezafibrate,1A1,inducer,Not Specified,DrugBank,DB01393
2-(4-chlorphenoxy)-ethanol , 1A1,inhibitor ,human ,SuperCYP, 000064175
Acriflavinium chloride , 1A1,substrate ,human ,SuperCYP, 000086408
Albendazole , 1A1,inducer ,human ,SuperCYP, 054965218
Alum , 1A1,substrate ,human ,SuperCYP, 010043013
Alum , 1A1,inducer ,human ,SuperCYP, 010043013
Amiloride , 1A1,inhibitor ,rat ,SuperCYP, 002609463
Amiodarone , 1A1,substrate ,human ,SuperCYP, 001951253
Amlodipine , 1A1,inhibitor ,human ,SuperCYP, 088150429
Amodiaquine , 1A1,substrate ,human ,SuperCYP, 000086420
Arsenic trioxide , 1A1,inhibitor ,human ,SuperCYP, 001327533
Arsenic trioxide , 1A1,inhibitor ,human ,SuperCYP, 001327533
Ascorbic acid , 1A1,inducer ,,SuperCYP, 000050817
Ascorbic acid (vit C) , 1A1,inducer ,,SuperCYP, 000050817
atazanavir , 1A1,inhibitor ,,SuperCYP, cid148192
Benidipine , 1A1,inhibitor ,human ,SuperCYP, 105979177
Benoxaprofen , 1A1,inducer ,rat ,SuperCYP, 051234287
Benzydamine , 1A1,substrate ,human ,SuperCYP, 000642728
Betacarotene , 1A1,inducer ,human ,SuperCYP, 007235407
Betacarotene , 1A1,inducer ,human ,SuperCYP, 007235407
Bezafibrate , 1A1,inducer ,human ,SuperCYP, 041859670
Bortezomib , 1A1,inhibitor ,human ,SuperCYP, 179324697
Caffeine , 1A1,inhibitor ,human ,SuperCYP, 000058082
Capsaicin , 1A1,substrate ,human ,SuperCYP, 000404864
Capsaicin , 1A1,substrate ,human ,SuperCYP, 000404864
Chinin , 1A1,inducer ,human ,SuperCYP, 000130950
Chinin , 1A1,inhibitor ,human ,SuperCYP, 000130950
Chloroquine , 1A1,substrate ,human ,SuperCYP, 000054057
Chlorothiazide , 1A1,inducer ,rat ,SuperCYP, 000058946
Chlorpromazine , 1A1,inducer ,,SuperCYP, 000050533
Cinnarizin , 1A1,substrate ,human ,SuperCYP, 000298577
Cinnarizine , 1A1,substrate ,human ,SuperCYP, 000298577
Clenbuterol , 1A1,substrate ,human ,SuperCYP, 037148279
Clobetasol , 1A1,inhibitor ,human ,SuperCYP, 025122412
Clofibrate , 1A1,inducer ,human ,SuperCYP, 000637070
Clofibrate , 1A1,inducer ,human ,SuperCYP, 000637070
Clomifene , 1A1,inducer ,human ,SuperCYP, 000911455
Clozapine , 1A1,inducer ,human ,SuperCYP, 005786210
Cocaine , 1A1,inducer ,,SuperCYP, 000050362
Colchicine , 1A1,inhibitor ,rat ,SuperCYP, 000064868
Colecalciferol , 1A1,inhibitor ,human ,SuperCYP, 000067970
Colecalciferol , 1A1,inhibitor ,human ,SuperCYP, 000067970
Dacarbazine , 1A1,inhibitor ,human ,SuperCYP, 004342034
Dacarbazine , 1A1,substrate ,human ,SuperCYP, 004342034
Dacarbazine , 1A1,substrate ,human ,SuperCYP, 004342034
Dactinomycin , 1A1,inhibitor ,rabbit ,SuperCYP, 000050760
Dantrolene , 1A1,inhibitor ,rat ,SuperCYP, 007261974
Daunorubicin , 1A1,substrate ,human ,SuperCYP, 020830813
Debrisoquine , 1A1,substrate ,human ,SuperCYP, 001131642
Debrisoquine , 1A1,substrate ,human ,SuperCYP, 001131642
Decamethrin , 1A1,substrate ,rat ,SuperCYP, 052918635
Deferoxamine , 1A1,inhibitor ,mouse ,SuperCYP, 000070519
Dexamethason , 1A1,inducer ,human ,SuperCYP, 000050022
Dexamethasone , 1A1,inducer ,human ,SuperCYP, 000050022
Diclofenac , 1A1,substrate ,human ,SuperCYP, 015307865
Dicycloverin , 1A1,inducer ,human ,SuperCYP, 000077190
Dicycloverine , 1A1,inducer ,human ,SuperCYP, 000077190
Diethylstilbestrol , 1A1,inducer ,rat ,SuperCYP, 000056531
Diosmectite , 1A1,inducer ,human ,SuperCYP, 000520343
Diosmectite , 1A1,inhibitor ,human ,SuperCYP, 000520343
Diosmectite , 1A1,inhibitor ,human ,SuperCYP, 000520343
Diosmin , 1A1,inducer ,human ,SuperCYP, 000520274
Diosmin , 1A1,inhibitor ,human ,SuperCYP, 000520274
Diosmin , 1A1,inducer ,human ,SuperCYP, 000520274
Diosmin , 1A1,inducer ,human ,SuperCYP, 000077190
Doxorubicin , 1A1,inducer ,,SuperCYP, 023214928
Dronabinol , 1A1,substrate ,human ,SuperCYP, 001972083
Enoxacin , 1A1,inducer ,rat ,SuperCYP, 074011588
Ergometrine , 1A1,inhibitor ,human ,SuperCYP, 000060797
Erythromycin , 1A1,substrate ,,SuperCYP, 000114078
Estradiol , 1A1,substrate ,human ,SuperCYP, 000050282
Estradiol , 1A1,substrate ,human ,SuperCYP, 000050282
Estriol , 1A1,inducer ,,SuperCYP, 000050271
Estriol , 1A1,inhibitor ,rainbow trout ,SuperCYP, 000050271
Estrone , 1A1,substrate ,human ,SuperCYP, 000053167
Estrone , 1A1,substrate ,human ,SuperCYP, 000053167
Etacrynic acid , 1A1,substrate ,human ,SuperCYP, 000058548
Ethanol , 1A1,inhibitor ,human ,SuperCYP, 000064175
Ethinylestradiol , 1A1,substrate ,human ,SuperCYP, 000057636
Fluconazole , 1A1,inducer ,,SuperCYP, 086386734
Flunarizine , 1A1,substrate ,human ,SuperCYP, 052468607
Fluorescein , 1A1,inducer ,human ,SuperCYP, 002321075
Flutamide , 1A1,substrate ,human ,SuperCYP, 013311847
Fluvastatin , 1A1,substrate ,human ,SuperCYP, 093957541
Fluvastatin , 1A1,inducer ,rat ,SuperCYP, 093957541
Fluvoxamine , 1A1,inhibitor ,human ,SuperCYP, 054739183
Fluvoxamine , 1A1,inhibitor ,human ,SuperCYP, 054739183
G-strophanthin , 1A1,inhibitor ,human ,SuperCYP, 000630604
Granisetron , 1A1,substrate ,human ,SuperCYP, 109889090
Granisetron , 1A1,substrate ,human ,SuperCYP, 109889090
Haloperidol , 1A1,substrate ,human ,SuperCYP, 000052868
Histamine , 1A1,inducer ,,SuperCYP, 000051456
Ipriflavone , 1A1,substrate ,rat ,SuperCYP, 035212227
Isoprenalin , 1A1,inhibitor ,human ,SuperCYP, 007683592
Isoprenaline , 1A1,inhibitor ,human ,SuperCYP, 007683592
Itraconazole , 1A1,inducer ,human ,SuperCYP, 084625616
Ketoconazole , 1A1,inhibitor ,human ,SuperCYP, 065277421
Ketoconazole , 1A1,inducer ,human ,SuperCYP, 065277421
Ketoconazole , 1A1,inhibitor ,human ,SuperCYP, 065277421
Lansoprazole , 1A1,inducer ,human ,SuperCYP, 103577453
Lentinan , 1A1,inhibitor ,mouse ,SuperCYP, 037339905
Levothyroxine sodium , 1A1,substrate ,human ,SuperCYP, 000055038
Lindane , 1A1,inducer ,rat ,SuperCYP, 000058899
Mebendazole , 1A1,inducer ,human ,SuperCYP, 031431397
Mecamylamine , 1A1,inducer ,rat ,SuperCYP, 000060402
Melatonin , 1A1,substrate ,human ,SuperCYP, 000073314
Menadione , 1A1,substrate ,human ,SuperCYP, 000058275
Mercaptopurine , 1A1,substrate ,human ,SuperCYP, 000050442
"Mercury, metallic ", 1A1,inducer ,shark ,SuperCYP, 007439976
Methoxsalen , 1A1,inhibitor ,human ,SuperCYP, 000298817
Mibefradil , 1A1,inhibitor ,human ,SuperCYP, 116644532
Mitobronitol , 1A1,inducer ,human ,SuperCYP, 000488415
Moracizine , 1A1,inhibitor ,mouse ,SuperCYP, 031883053
Nicotine , 1A1,inducer ,human ,SuperCYP, 000054115
Nicotine , 1A1,substrate ,human ,SuperCYP, 000054115
Nicotine , 1A1,inducer ,human ,SuperCYP, 000054115
Nifedipine , 1A1,inhibitor ,human ,SuperCYP, 021829254
Nitrofurantoin , 1A1,substrate ,,SuperCYP, 000067209
Nitroprusside , 1A1,inhibitor ,human ,SuperCYP, 015078281
Norfloxacin , 1A1,inhibitor ,human ,SuperCYP, 070458967
Omeprazole , 1A1,substrate ,,SuperCYP, 073590586
Omeprazole , 1A1,inhibitor ,human ,SuperCYP, 073590586
Omeprazole , 1A1,inducer ,human ,SuperCYP, 073590586
Omeprazole , 1A1,inducer ,human ,SuperCYP, 073590586
Omeprazole , 1A1,inducer ,human ,SuperCYP, 073590586
Oxaliplatin , 1A1,substrate ,human ,SuperCYP, 061825943
Paracetamol , 1A1,substrate ,human ,SuperCYP, 000103902
Perazine , 1A1,substrate ,human ,SuperCYP, 000084979
Phenacetin , 1A1,substrate ,human ,SuperCYP, 000062442
Phenobarbital , 1A1,inducer ,,SuperCYP, 000050066
Pipamperone , 1A1,inducer ,human ,SuperCYP, 001893330
Prasterone , 1A1,inhibitor ,human ,SuperCYP, 000053430
Prasterone , 1A1,inhibitor ,rat ,SuperCYP, 000053430
Prazosin , 1A1,substrate ,human ,SuperCYP, 019216569
Prednisone , 1A1,inducer ,,SuperCYP, 000053032
Primaquine , 1A1,inducer ,human ,SuperCYP, 000090346
Primaquine , 1A1,inducer ,human ,SuperCYP, 000090346
Procarbazine , 1A1,substrate ,rat ,SuperCYP, 000671169
Progesterone , 1A1,substrate ,human ,SuperCYP, 000057830
Propofol , 1A1,inhibitor ,human ,SuperCYP, 002078548
Propranolol , 1A1,inhibitor ,human ,SuperCYP, 000525666
Propylthiouracil , 1A1,inducer ,zebrafish ,SuperCYP, 000051525
Pyridoxine (vit B6) , 1A1,inducer ,,SuperCYP, 000065236
Quassia , 1A1,inhibitor ,,SuperCYP, 000076788
Quinidine , 1A1,inhibitor ,human ,SuperCYP, 000056542
Quinine , 1A1,inducer ,human ,SuperCYP, 000130950
Quinine , 1A1,inhibitor ,human ,SuperCYP, 000130950
Rabeprazole , 1A1,inducer ,human ,SuperCYP, 117976893
Rabeprazole , 1A1,inducer ,human ,SuperCYP, 117976893
raltegravir , 1A1,substrate ,,SuperCYP, cid11598201
retigabine , 1A1,substrate ,,SuperCYP, cid121892
Retinol , 1A1,inhibitor ,human ,SuperCYP, 011103574
Retinol , 1A1,inducer ,human ,SuperCYP, 011103574
Retinol (vit A) , 1A1,inhibitor ,human ,SuperCYP, 000068268
Retinol (vit A) , 1A1,inhibitor ,human ,SuperCYP, 000068268
Riboflavin (vit B2) , 1A1,substrate ,human ,SuperCYP, 000083885
Rifampicin , 1A1,inducer ,,SuperCYP, 013292461
Riluzole , 1A1,substrate ,human ,SuperCYP, 001744225
Salicylamide , 1A1,inhibitor ,human ,SuperCYP, 000065452
Sildenafil , 1A1,inhibitor ,human ,SuperCYP, 139755832
Streptozocin , 1A1,inducer ,rat ,SuperCYP, 018883664
Sulindac , 1A1,inhibitor ,human ,SuperCYP, 038194502
Tamoxifen , 1A1,substrate ,human ,SuperCYP, 010540291
Testosterone , 1A1,substrate ,human ,SuperCYP, 000057852
Tetrabenazine , 1A1,inducer ,rat ,SuperCYP, 000058468
Thalidomide , 1A1,inducer ,,SuperCYP, 000050351
Theophylline , 1A1,inhibitor ,human ,SuperCYP, 000058559
Theophylline , 1A1,substrate ,human ,SuperCYP, 000058559
Tiabendazole , 1A1,inducer ,human ,SuperCYP, 000148798
Tiabendazole , 1A1,inducer ,human ,SuperCYP, 000148798
Ticlopidine , 1A1,inhibitor ,human ,SuperCYP, 055142853
Tocainide , 1A1,inhibitor ,rat ,SuperCYP, 041708729
Toremifene , 1A1,substrate ,human ,SuperCYP, 089778267
Triclosan , 1A1,inhibitor ,,SuperCYP, 003380345
Troglitazone , 1A1,substrate ,human ,SuperCYP, 097322877
Tryptophan , 1A1,inducer ,mouse ,SuperCYP, 000073223
Zotepine , 1A1,substrate ,human ,SuperCYP, 026615214
Methoxsalen , 1A1, substrate, Not Specified, KEGG, D00139, , , 
Ramosetron , 1A1, substrate, Not Specified, KEGG, D08466, , , 
Ramosetron hydrochloride , 1A1, substrate, Not Specified, KEGG, D02016, , , 
Istradefylline , 1A1, substrate, Not Specified, KEGG, D04641, , , 
Acotiamide hydrochloride , 1A1, substrate, Not Specified, KEGG, D08838, , , 
Riociguat , 1A1, substrate, Not Specified, KEGG, D09572, , , 
Delamanid , 1A1, substrate, Not Specified, KEGG, D09785, , , 
Anagrelide , 1A1, substrate, Not Specified, KEGG, D07455, , , 
Anagrelide hydrochloride , 1A1, substrate, Not Specified, KEGG, D02933, , , 
Anagrelide hydrochloride hydrate , 1A1, substrate, Not Specified, KEGG, D10255, , , 
Insulin Regular,1A2,inducer,Not Specified,DrugBank,DB00030
Insulin Lispro,1A2,inducer,Not Specified,DrugBank,DB00046
Insulin Glargine,1A2,inducer,Not Specified,DrugBank,DB00047
"Insulin, porcine",1A2,inducer,Not Specified,DrugBank,DB00071
Menadione,1A2,"substrate, inducer",Not Specified,DrugBank,DB00170
Fluvoxamine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00176
Nicotine,1A2,"substrate, inducer",Not Specified,DrugBank,DB00184
Bortezomib,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00188
Phentermine,1A2,inhibitor,Not Specified,DrugBank,DB00191
Betaxolol,1A2,substrate,Not Specified,DrugBank,DB00195
Erythromycin,1A2,inhibitor,Not Specified,DrugBank,DB00199
Caffeine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00201
Azithromycin,1A2,inhibitor,Not Specified,DrugBank,DB00207
Ticlopidine,1A2,inhibitor,Not Specified,DrugBank,DB00208
Pantoprazole,1A2,"substrate, inducer",Not Specified,DrugBank,DB00213
Citalopram,1A2,inhibitor,Not Specified,DrugBank,DB00215
Nelfinavir,1A2,inhibitor,Not Specified,DrugBank,DB00220
Nevirapine,1A2,inhibitor,Not Specified,DrugBank,DB00238
Ziprasidone,1A2,substrate,Not Specified,DrugBank,DB00246
Clotrimazole,1A2,inhibitor,Not Specified,DrugBank,DB00257
Anagrelide,1A2,substrate,Not Specified,DrugBank,DB00261
Carmustine,1A2,substrate,Not Specified,DrugBank,DB00262
Ropinirole,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00268
Theophylline,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00277
Lidocaine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00281
Conjugated Estrogens,1A2,substrate,Not Specified,DrugBank,DB00286
Ropivacaine,1A2,substrate,Not Specified,DrugBank,DB00296
Bupivacaine,1A2,substrate,Not Specified,DrugBank,DB00297
Tenofovir,1A2,inhibitor,Not Specified,DrugBank,DB00300
Valproic Acid,1A2,inhibitor,Not Specified,DrugBank,DB00313
Zolmitriptan,1A2,substrate,Not Specified,DrugBank,DB00315
Acetaminophen,1A2,substrate,Not Specified,DrugBank,DB00316
Amitriptyline,1A2,substrate,Not Specified,DrugBank,DB00321
Nitroprusside,1A2,inhibitor,Not Specified,DrugBank,DB00325
Methadone,1A2,substrate,Not Specified,DrugBank,DB00333
Olanzapine,1A2,substrate,Not Specified,DrugBank,DB00334
Omeprazole,1A2,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00338
Pyrazinamide,1A2,substrate,Not Specified,DrugBank,DB00339
Chlorzoxazone,1A2,substrate,Not Specified,DrugBank,DB00356
Aminoglutethimide,1A2,inducer,Not Specified,DrugBank,DB00357
Clozapine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00363
Grepafloxacin,1A2,substrate,Not Specified,DrugBank,DB00365
Norepinephrine,1A2,inhibitor,Not Specified,DrugBank,DB00368
Mirtazapine,1A2,substrate,Not Specified,DrugBank,DB00370
Palonosetron,1A2,substrate,Not Specified,DrugBank,DB00377
Mexiletine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00379
Amlodipine,1A2,inhibitor,Not Specified,DrugBank,DB00381
Tacrine,1A2,substrate,Not Specified,DrugBank,DB00382
Triamterene,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00384
Phenylephrine,1A2,inducer,Not Specified,DrugBank,DB00388
Progesterone,1A2,substrate,Not Specified,DrugBank,DB00396
Phenylpropanolamine,1A2,inhibitor,Not Specified,DrugBank,DB00397
Sorafenib,1A2,inhibitor,Not Specified,DrugBank,DB00398
Griseofulvin,1A2,inducer,Not Specified,DrugBank,DB00400
Nisoldipine,1A2,inhibitor,Not Specified,DrugBank,DB00401
Rosiglitazone,1A2,inhibitor,Not Specified,DrugBank,DB00412
Secobarbital,1A2,inducer,Not Specified,DrugBank,DB00418
Promazine,1A2,substrate,Not Specified,DrugBank,DB00420
Zolpidem,1A2,substrate,Not Specified,DrugBank,DB00425
Streptozocin,1A2,inducer,Not Specified,DrugBank,DB00428
Nitric Oxide,1A2,substrate,Not Specified,DrugBank,DB00435
Lansoprazole,1A2,inducer,Not Specified,DrugBank,DB00448
Imipramine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00458
Nabumetone,1A2,substrate,Not Specified,DrugBank,DB00461
Enoxacin,1A2,inhibitor,Not Specified,DrugBank,DB00467
Quinine,1A2,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00468
Fluoxetine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00472
Duloxetine,1A2,substrate,Not Specified,DrugBank,DB00476
Chlorpromazine,1A2,substrate,Not Specified,DrugBank,DB00477
Pefloxacin,1A2,inhibitor,Not Specified,DrugBank,DB00487
Flutamide,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00499
Cimetidine,1A2,inhibitor,Not Specified,DrugBank,DB00501
Haloperidol,1A2,substrate,Not Specified,DrugBank,DB00502
Ritonavir,1A2,"substrate, inducer",Not Specified,DrugBank,DB00503
Albendazole,1A2,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00518
Alitretinoin,1A2,inhibitor,Not Specified,DrugBank,DB00523
Oxaliplatin,1A2,substrate,Not Specified,DrugBank,DB00526
Erlotinib,1A2,substrate,Not Specified,DrugBank,DB00530
Mephenytoin,1A2,substrate,Not Specified,DrugBank,DB00532
Rofecoxib,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00533
Ciprofloxacin,1A2,inhibitor,Not Specified,DrugBank,DB00537
Toremifene,1A2,substrate,Not Specified,DrugBank,DB00539
Nortriptyline,1A2,substrate,Not Specified,DrugBank,DB00540
Fluorouracil,1A2,substrate,Not Specified,DrugBank,DB00544
Zafirlukast,1A2,inhibitor,Not Specified,DrugBank,DB00549
Methoxsalen,1A2,inhibitor,Not Specified,DrugBank,DB00553
Carbamazepine,1A2,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00564
Cinnarizine,1A2,substrate,Not Specified,DrugBank,DB00568
Propranolol,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00571
Atropine,1A2,inhibitor,Not Specified,DrugBank,DB00572
Clonidine,1A2,substrate,Not Specified,DrugBank,DB00575
Diclofenac,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00586
Cisapride,1A2,substrate,Not Specified,DrugBank,DB00604
Sulindac,1A2,inhibitor,Not Specified,DrugBank,DB00605
Nafcillin,1A2,inducer,Not Specified,DrugBank,DB00607
Rifabutin,1A2,substrate,Not Specified,DrugBank,DB00615
Imatinib,1A2,substrate,Not Specified,DrugBank,DB00619
Fluphenazine,1A2,inhibitor,Not Specified,DrugBank,DB00623
Efavirenz,1A2,inhibitor,Not Specified,DrugBank,DB00625
Guanabenz,1A2,substrate,Not Specified,DrugBank,DB00629
Dexmedetomidine,1A2,inhibitor,Not Specified,DrugBank,DB00633
Estrone,1A2,substrate,Not Specified,DrugBank,DB00655
Verapamil,1A2,substrate,Not Specified,DrugBank,DB00661
Epinephrine,1A2,inhibitor,Not Specified,DrugBank,DB00668
Aprepitant,1A2,substrate,Not Specified,DrugBank,DB00673
Tamoxifen,1A2,substrate,Not Specified,DrugBank,DB00675
Losartan,1A2,inhibitor,Not Specified,DrugBank,DB00678
Thioridazine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00679
Warfarin,1A2,substrate,Not Specified,DrugBank,DB00682
Daunorubicin,1A2,substrate,Not Specified,DrugBank,DB00694
Ergotamine,1A2,substrate,Not Specified,DrugBank,DB00696
Tizanidine,1A2,substrate,Not Specified,DrugBank,DB00697
Delavirdine,1A2,inhibitor,Not Specified,DrugBank,DB00705
Imiquimod,1A2,substrate,Not Specified,DrugBank,DB00724
Thiabendazole,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00730
Meclizine,1A2,inhibitor,Not Specified,DrugBank,DB00737
Pentamidine,1A2,substrate,Not Specified,DrugBank,DB00738
Riluzole,1A2,substrate,Not Specified,DrugBank,DB00740
Zileuton,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00744
Modafinil,1A2,"inhibitor,inducer",Not Specified,DrugBank,DB00745
Tranylcypromine,1A2,inhibitor,Not Specified,DrugBank,DB00752
Clopidogrel,1A2,substrate,Not Specified,DrugBank,DB00758
Methimazole,1A2,inhibitor,Not Specified,DrugBank,DB00763
Malathion,1A2,substrate,Not Specified,DrugBank,DB00772
Etoposide,1A2,substrate,Not Specified,DrugBank,DB00773
Roxithromycin,1A2,inhibitor,Not Specified,DrugBank,DB00778
Estradiol,1A2,substrate,Not Specified,DrugBank,DB00783
Naproxen,1A2,substrate,Not Specified,DrugBank,DB00788
Primidone,1A2,inducer,Not Specified,DrugBank,DB00794
Pentoxifylline,1A2,substrate,Not Specified,DrugBank,DB00806
Propofol,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00818
Diazepam,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00829
Trifluoperazine,1A2,substrate,Not Specified,DrugBank,DB00831
Perphenazine,1A2,"substrate, inhibitor",Not Specified,DrugBank,DB00850
Dacarbazine,1A2,substrate,Not Specified,DrugBank,DB00851
Terbinafine,1A2,substrate,Not Specified,DrugBank,DB00857
